,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64
4492,X1:0.33802,X2:0.000146,X3:0.9964,X4:6845.8,X5:317.64,,X7:0.3596,X8:6868.5,X9:1.1123,X10:0.99985,X11:0.37812,X12:2470.3,X13:0.37132,X14:0.3596,X15:0.12864,X16:2837.4,X17:6869.5,X18:0.3596,X19:0.32328,,X21:0.57857,X22:0.3718,X23:0.30388,X24:-0.086741,X25:0.93246,X26:2689.1,X27:20.08,X28:288.09,X29:2.8704,X30:-0.50134,X31:0.33993,X32:0.048086,X33:7590.5,X34:7590.5,X35:0.0074,X36:1.1123,,X38:0.99985,X39:0.006652,X40:4303.2,X41:0.000011,X42:0.33424,X43:121.45,X44:121.45,,X46:6845.8,,X48:0.31836,X49:0.28621,X50:6845.8,X51:0.000146,X52:0.000132,X53:289.09,X54:289.09,X55:739.24,X56:0.006652,X57:0.33807,X58:0.75938,,,X61:3.0053,X62:0.047767,X63:7641.3,X64:321.61
4493,X1:0.024633,X2:0.094288,X3:0.55798,X4:9.0962,X5:541.58,,X7:0.024633,X8:9.6058,X9:0.65973,X10:0.90571,X11:0.024633,X12:0.35741,X13:0.045634,X14:0.024633,X15:1143.1,X16:0.3193,X17:10.606,X18:0.024633,X19:0.037337,X20:100.19,X21:1.0242,,X23:0.037337,X24:0.07112,X25:0.88466,X26:0.3193,,X28:1.4955,X29:5.1142,X30:-0.17641,X31:0.086687,X32:101.93,X33:3.5809,X34:2.6174,X35:0.008309,X36:0.65973,X37:90.261,X38:0.91065,X39:0.012594,X40:3.2578,X41:0.57422,,X43:222.62,X44:122.43,X45:0.13602,X46:6.4686,X47:267.83,X48:-0.005473,X49:-0.008297,X50:6.6488,X51:0.068919,X52:0.27926,X53:2.4276,X54:2.4408,X55:72586,X56:0.62592,X57:0.027197,X58:0.38717,X59:0.005453,X60:3.6431,X61:2.9813,X62:38.13,X63:9.5725,X64:1.7683
4494,X1:0.36092,X2:0.34675,X3:0.018799,X4:1.062,X5:-11.472,X6:0.29139,X7:0.36092,X8:1.8839,X9:1.8854,X10:0.65325,X11:0.36837,X12:1.191,X13:0.21421,X14:0.36092,X15:313.38,X16:1.1647,X17:2.8839,X18:0.36092,X19:0.19143,X20:12.279,X21:1.2341,X22:0.35651,X23:0.19143,X24:0.79847,X25:0.65231,X26:1.1647,X27:47.825,X28:0.02772,X29:4.0297,X30:0.17357,X31:0.19538,X32:72.178,X33:5.057,X34:4.4193,X35:0.35299,X36:1.8854,X37:5.9097,X38:0.69697,X39:0.18722,X40:0.073706,X41:0.028935,X42:0.18909,X43:57.98,X44:45.701,X45:5.6905,X46:0.85273,X47:15.107,X48:0.31356,X49:0.16631,X50:0.92812,X51:0.30303,X52:0.19775,X53:0.96324,X54:1.0277,X55:201.3,X56:0.18722,X57:0.5525,X58:0.81265,X59:0.066936,X60:29.726,X61:7.9867,X62:58.664,X63:6.2218,X64:2.7801
4495,X1:0.012017,X2:0.4768,X3:0.41822,X4:1.888,X5:-22.575,X6:0.13433,X7:0.018638,X8:1.0453,X9:1.0205,X10:0.49838,X11:0.018638,X12:0.039573,X13:0.034196,X14:0.018638,X15:3168.2,X16:0.11521,X17:2.0973,X18:0.018638,X19:0.011603,X20:114.65,X21:1.0472,X22:0.023452,X23:0.007481,X24:0.17316,X25:0.49838,X26:0.10132,X27:0.14899,X28:3.7747,X29:4.3141,X30:0.27001,X31:0.011603,X32:109.21,X33:3.3421,X34:0.049186,X35:0.023452,X36:1.6237,X37:66.174,X38:0.50419,X39:0.0146,X40:0.11292,X41:0.26238,X42:0.0146,X43:189.97,X44:75.321,X45:0.023817,X46:0.81672,X47:116.99,X48:-0.01284,X49:-0.007993,X50:1.8649,X51:0.47099,X52:0.29921,X53:4.4982,X54:4.5507,X55:8620.6,X56:0.020056,X57:0.024112,X58:0.97994,X59:0.011664,X60:3.1837,X61:4.8459,X62:107.02,X63:3.4105,X64:14.498
4496,X1:0.009735,X2:0.59608,X3:0.29594,X4:1.5462,X5:-1.7539,,X7:0.009735,X8:0.67762,X9:2.6804,X10:0.40392,X11:0.010158,X12:0.017968,X13:0.024759,X14:0.009735,X15:3278.5,X16:0.11133,X17:1.6776,X18:0.009735,X19:0.003632,X20:40.208,X21:1.1105,X22:0.001512,X23:0.003632,X24:-0.035946,X25:0.12446,X26:0.11133,X27:3.5752,X28:1.824,X29:3.4008,X30:0.18147,X31:0.00379,X32:73.02,X33:4.9986,X34:4.5435,X35:-0.027969,X36:2.6804,,X38:0.40392,X39:-0.010435,X40:0.22751,X41:0.34176,X42:0.000564,X43:97.296,X44:57.087,X45:0.032972,X46:1.0012,X47:39.793,X48:-0.055115,X49:-0.020563,X50:1.4054,X51:0.54181,X52:0.20005,X53:2.4895,X54:2.4895,X55:744.67,X56:-0.010435,X57:0.024103,X58:0.99658,,X60:9.0778,X61:6.3937,X62:73.782,X63:4.947,X64:16.52
4497,X1:0.12326,X2:0.36836,X3:0.44143,X4:2.5247,X5:19.08,X6:0.21572,X7:0.13586,X8:1.6901,X9:1.1545,X10:0.62258,X11:0.13586,X12:0.46925,X13:0.16447,X14:0.13586,X15:650.43,X16:0.56117,X17:2.7147,X18:0.13586,X19:0.10809,X20:111.65,X21:1.1827,X22:0.16075,X23:0.098066,X24:0.27115,X25:0.62258,X26:0.52696,X27:1.4766,X28:1.6406,X29:5.1477,X30:0.28199,X31:0.10809,X32:97.071,X33:3.7601,X34:0.43638,X35:0.16075,X36:1.2607,X37:4.3944,X38:0.70143,X39:0.12789,X40:0.058572,X41:0.05229,X42:0.12789,X43:207.35,X44:95.696,X45:0.32059,X46:1.1968,X47:128.91,X48:0.089889,X49:0.071519,X50:1.9843,X51:0.28951,X52:0.26595,X53:2.3139,X54:2.607,X55:62027,X56:0.13386,X57:0.19797,X58:0.86614,X59:0.12664,X60:3.2691,X61:3.8142,X62:84.077,X63:4.3413,X64:4.6713
4498,X1:0.18198,X2:0.59953,X3:0.052418,X4:1.0937,X5:-88.473,X6:0.24606,X7:0.18198,X8:0.66447,X9:1.1548,X10:0.39837,X11:0.18198,X12:0.32535,X13:0.17534,X14:0.18198,X15:917.66,X16:0.39775,X17:1.668,X18:0.18198,X19:0.13381,X20:52.163,X21:1.0666,X22:0.18395,X23:0.13381,X24:0.22362,X25:0.39837,X26:0.39775,X27:1.5619,X28:0.13502,X29:5.333,X30:0.43571,X31:0.13381,X32:173.36,X33:2.1055,X34:0.30682,X35:0.18395,X36:1.3743,X37:10.388,X38:0.43855,X39:0.13526,X40:0.25133,X41:0.081982,X42:0.13526,X43:126.46,X44:74.296,X45:0.93631,X46:0.74624,X47:60.238,X48:0.12746,X49:0.093725,X50:1.0204,X51:0.55935,X52:0.47496,X53:1.0261,X54:1.1296,X55:11284,X56:0.13404,X57:0.45682,X58:0.86596,X59:0.10087,X60:6.9972,X61:4.9128,X62:150.12,X63:2.4314,X64:3.503
4499,X1:0.093346,X2:0.33685,X3:0.26059,X4:2.9376,X5:168.16,,X7:0.10649,X8:1.9687,X9:0.7161,X10:0.66315,X11:0.12154,X12:0.79184,X13:0.24653,X14:0.10649,X15:696.43,X16:0.5241,X17:2.9687,X18:0.10649,X19:0.14871,,X21:1.228,X22:0.11789,X23:0.13035,X24:0.21002,X25:0.2471,X26:0.48507,X27:7.8364,X28:0.43077,X29:4.159,X30:0.040372,X31:0.1634,X32:79.583,X33:4.5864,X34:1.8311,X35:0.09928,X36:0.7161,X37:3.6833,X38:0.77041,X39:0.13864,X40:2.3283,X41:0.059744,X42:0.16463,X43:41.77,X44:41.77,,X46:2.9376,,X48:0.047843,X49:0.066811,X50:1.1729,X51:0.13449,X52:0.21804,X53:1.0963,X54:1.2736,X55:3758,X56:0.13864,X57:0.14076,X58:0.85643,X59:0.16174,,X61:8.7384,X62:68.55,X63:5.3246,X64:1.1838
4500,X1:0.039711,X2:0.56299,X3:0.063264,X4:1.1591,X5:-28.718,X6:0.060346,X7:0.049546,X8:0.47863,X9:1.0506,X10:0.26947,X11:0.049546,X12:0.12462,X13:0.055073,X14:0.049546,X15:2332.9,X16:0.15646,X17:1.7762,X18:0.049546,X19:0.030978,X20:39.817,X21:1.2719,X22:0.073154,X23:0.024829,X24:0.073464,X25:0.26947,X26:0.13899,X27:0.48053,X28:0.11734,X29:4.3993,X30:0.34381,X31:0.030978,X32:95.324,X33:3.8291,X34:0.12994,X35:0.073154,X36:1.6374,X37:1.7313,X38:0.43488,X39:0.045739,X40:0.050954,X41:0.16572,X42:0.045739,X43:100.55,X44:60.729,X45:0.2276,X46:0.72028,X47:41.832,X48:0.034616,X49:0.021643,X50:0.81857,X51:0.39758,X52:0.26116,X53:0.49979,X54:0.80659,X55:1586.6,X56:0.048167,X57:0.14737,X58:0.95183,X59:0.61385,X60:9.1668,X61:6.0103,X62:90.732,X63:4.0228,X64:2.9665
4501,X1:0.006137,X2:0.37464,X3:0.31172,X4:2.0759,X5:47.601,X6:-0.032051,X7:0.006137,X8:1.6692,X9:0.78644,X10:0.62536,X11:0.009242,X12:0.02118,X13:0.1156,X14:0.006137,X15:1504.1,X16:0.24267,X17:2.6692,X18:0.006137,X19:0.007803,X20:107.42,X21:1.1201,,X23:0.007803,X24:-0.025915,X25:0.19927,X26:0.24267,,X28:0.78217,X29:5.757,X30:0.36873,X31:0.015612,X32:175.87,X33:2.0753,X34:1.605,X35:0.084988,X36:0.78644,X37:80.609,X38:0.62995,X39:0.10807,X40:0.3335,X41:0.1473,,X43:234.3,X44:126.88,X45:0.026514,X46:1.277,X47:140.49,X48:-0.084779,X49:-0.1078,X50:1.6054,X51:0.28974,X52:0.48185,X53:1.5691,X54:1.5807,X55:178140,X56:0.2354,X57:0.009813,X58:0.79778,X59:0.00734,X60:3.3978,X61:2.8767,X62:134.47,X63:2.7143,X64:1.9733
4502,X1:0.11375,X2:0.58769,X3:0.022599,X4:1.044,X5:-26.333,X6:0.000809,X7:0.11375,X8:0.70158,X9:2.8644,X10:0.41231,X11:0.13493,X12:0.22151,X13:0.060993,X14:0.11375,X15:1227.8,X16:0.29727,X17:1.7016,X18:0.11375,X19:0.039714,X20:24.258,X21:1.2334,X22:0.13114,X23:0.039714,X24:0.26223,X25:0.38984,X26:0.29727,X27:6.1929,X28:0.048719,X29:4.5694,X30:0.20396,X31:0.04629,X32:68.686,X33:5.314,X34:4.6435,X35:0.1354,X36:2.8644,X37:5.2556,X38:0.4781,X39:0.04727,X40:0.060097,X41:0.10198,X42:0.045782,X43:64.386,X44:40.128,X45:0.59755,X46:0.67331,X47:25.462,X48:0.070185,X49:0.024503,X50:0.91228,X51:0.51354,X52:0.18818,X53:0.88887,X54:1.0307,X55:838.57,X56:0.04727,X57:0.27589,X58:0.96097,X59:0.15956,X60:15.046,X61:9.0959,X62:65.439,X63:5.5777,X64:6.175
4503,X1:-0.003126,X2:0.48216,X3:0.008432,X4:1.0242,X5:-20.302,,X7:-0.002323,X8:1.074,X9:2.5311,X10:0.51784,X11:0.012331,X12:-0.00667,X13:0.034148,X14:-0.002323,X15:2036.1,X16:0.17926,X17:2.074,X18:-0.002323,X19:-0.000918,X20:19.787,X21:1.2094,X22:0.011436,X23:-0.001235,X24:0.07025,X25:0.51159,X26:0.1776,X27:0.78037,X28:0.01311,X29:4.4084,X30:0.18141,X31:0.001266,X32:50.553,X33:7.2201,X34:5.2164,X35:0.015981,X36:2.5311,X37:1.6898,X38:0.64777,X39:0.006314,X40:0.089087,X41:0.16041,X42:0.004518,X43:46.975,X44:27.187,X45:-0.022782,X46:0.6303,X47:19.913,X48:-0.077321,X49:-0.030548,X50:0.73997,X51:0.34835,X52:0.1385,X53:0.80508,X54:1.0071,X55:215.94,X56:0.006314,X57:-0.006037,X58:1.0009,X59:0.25091,X60:18.446,X61:13.425,X62:50.234,X63:7.266,X64:3.9351
4504,X1:0.068347,X2:0.54021,X3:0.45928,X4:1.8933,X5:53.895,,X7:0.085508,X8:0.85113,X9:1.6978,X10:0.45979,X11:0.10839,X12:0.16632,X13:0.054553,X14:0.085508,X15:2128.8,X16:0.17145,X17:1.8511,X18:0.085508,X19:0.050363,X20:38.621,X21:1.1086,X22:0.10697,X23:0.040256,X24:0.16955,X25:0.4321,X26:0.13969,X27:4.6753,X28:17.273,X29:3.813,X30:0.31228,X31:0.052358,X32:118.05,X33:3.0919,X34:2.9426,X35:0.1082,X36:1.6978,,X38:0.45979,X39:0.06373,X40:0.10257,X41:0.15784,X42:0.063005,X43:197.93,X44:159.31,X45:0.38045,X46:1.5439,X47:41.25,X48:0.099859,X49:0.058816,X50:1.8019,X51:0.51413,X52:0.32343,X53:17.292,X54:17.292,X55:2986.1,X56:0.06373,X57:0.14865,X58:0.9502,,X60:9.4508,X61:2.2912,X62:110.53,X63:3.3023,X64:63.853
4505,X1:0.055357,X2:0.56584,X3:0.20893,X4:1.4041,X5:3.9003,,X7:0.086246,X8:0.76727,X9:3.021,X10:0.43416,X11:0.1204,X12:0.16681,X13:0.037621,X14:0.086246,X15:1817.2,X16:0.20086,X17:1.7673,X18:0.086246,X19:0.028549,X20:21.21,X21:1.3187,X22:0.11573,X23:0.018324,X24:-0.20234,X25:0.10053,X26:0.14627,X27:3.3882,X28:0.76246,X29:3.2107,X30:0.18116,X31:0.039855,X32:66.69,X33:5.4731,X34:5.0011,X35:0.19117,X36:3.021,X37:11.28,X38:0.48295,X39:0.06328,X40:0.041728,X41:0.13177,X42:0.038309,X43:85.106,X44:63.896,X45:0.31534,X46:1.0646,X47:22.643,X48:0.088323,X49:0.029236,X50:1.283,X51:0.51704,X52:0.18271,X53:1.5844,X54:1.7625,X55:339.43,X56:0.06328,X57:0.12751,X58:0.97151,X59:0.1124,X60:17.209,X61:5.7124,X62:62.469,X63:5.8429,X64:11.025
4506,X1:0.085028,X2:0.19353,X3:0.16974,X4:2.4171,X5:37.502,X6:0.21243,X7:0.1058,X8:4.1287,X9:1.0304,X10:0.79902,X11:0.1058,X12:0.88335,X13:0.097588,X14:0.1058,X15:511.89,X16:0.71304,X17:5.1672,X18:0.1058,X19:0.074824,X20:3.9433,X21:0.60679,X22:0.11297,X23:0.060131,X24:0.27282,X25:0.79902,X26:0.60569,X27:0.82324,X28:0.2389,X29:4.1367,X30:0.035343,X31:0.074824,X32:31.858,X33:11.457,X34:0.58375,X35:0.11297,X36:1.5045,X37:3.7184,X38:0.87277,X39:0.079893,X40:1.3225,X41:0.043831,X42:0.079893,X43:33.841,X44:29.898,X45:5.5658,X46:2.2896,X47:4.0633,X48:0.080783,X49:0.057129,X50:1.496,X51:0.11978,X52:0.087282,X53:1.1246,X54:1.2284,X55:2325.4,X56:0.029527,X57:0.10642,X58:0.97047,X59:0.092303,X60:92.562,X61:12.208,X62:30.917,X63:11.806,X64:1.9903
4507,X1:0.24207,X2:0.45667,X3:0.10339,X4:1.2957,X5:-33.339,,X7:0.27899,X8:1.1897,X9:1.4076,X10:0.54333,X11:0.29222,X12:0.79801,X13:0.21736,X14:0.27899,X15:544.83,X16:0.66994,X17:2.1897,X18:0.27899,X19:0.19821,X20:52.076,X21:1.2644,X22:0.29222,X23:0.17198,X24:0.68446,X25:0.53915,X26:0.5891,X27:22.089,X28:0.18902,X29:4.0784,X30:0.31208,X31:0.20465,X32:114.39,X33:3.1908,X34:2.4428,X35:0.29203,X36:1.4076,X37:2.4409,X38:0.64664,X39:0.20747,X40:0.059453,X41:0.047693,X42:0.20761,X43:112.08,X44:60.003,X45:1.2054,X46:0.72131,X47:65.709,X48:0.26527,X49:0.18846,X50:0.99196,X51:0.34961,X52:0.3134,X53:0.99329,X54:1.1822,X55:1238.4,X56:0.20747,X57:0.44554,X58:0.80246,X59:0.19015,X60:7.009,X61:6.083,X62:90.658,X63:4.0261,X64:2.5733
4508,X1:0.04901,X2:0.60174,X3:0.1285,X4:1.22,X5:-94.83,,X7:0.04901,X8:0.66184,X9:1.5035,X10:0.39826,X11:0.051578,X12:0.083916,X13:0.069985,X14:0.04901,X15:2087.4,X16:0.17486,X17:1.6618,X18:0.04901,X19:0.032598,X20:87.153,X21:1.1246,,X23:0.032598,X24:-0.040268,X25:0.33588,X26:0.17486,,X28:0.44701,X29:3.9039,X30:0.38502,X31:0.069331,X32:217.2,X33:1.6805,X34:1.631,X35:0.012552,X36:1.5035,,X38:0.39826,X39:0.008349,X40:0.061838,X41:0.35683,,X43:164.22,X44:77.062,X45:0.13652,X46:0.60535,X47:133.51,X48:-0.056211,X49:-0.037388,X50:1.1841,X51:0.58403,X52:0.59507,X53:1.3854,X54:1.3854,X55:1030,X56:0.34721,X57:0.12306,X58:0.65505,,X60:4.188,X61:4.7364,X62:141.79,X63:2.5743,X64:5.2301
4509,X1:0.077252,X2:0.35755,X3:0.085888,X4:1.2402,X5:-16.914,,X7:0.095372,X8:1.7968,X9:2.3593,X10:0.64245,X11:0.10443,X12:0.26673,X13:0.050809,X14:0.095372,X15:1088.7,X16:0.33526,X17:2.7968,X18:0.095372,X19:0.040423,X20:28.444,X21:1.0549,X22:0.10236,X23:0.032743,X24:0.41703,X25:0.077252,X26:0.28458,X27:11.301,X28:0.15432,X29:3.9043,X30:0.13946,X31:0.043484,X32:57.585,X33:6.3385,X34:6.3385,X35:0.092992,X36:2.3593,,X38:0.64245,X39:0.039414,X40:0.10036,X41:0.093951,X42:0.043383,X43:63.051,X44:34.607,X45:0.42016,X46:0.72599,X47:29.611,X48:0.077854,X49:0.032998,X50:1.2402,X51:0.35755,X52:0.15777,X53:1.1543,X54:1.1543,X55:688.96,X56:0.039414,X57:0.12025,X58:0.95978,,X60:12.832,X61:10.547,X62:55.315,X63:6.5985,X64:4.2392
4510,X1:0.011402,X2:0.040194,X3:0.55641,X4:14.843,X5:44.594,,X7:0.011402,X8:23.879,X9:1.8394,X10:0.95981,X11:0.011402,X12:0.28368,X13:0.006199,X14:0.011402,X15:1286.6,X16:0.28368,X17:24.879,X18:0.011402,X19:0.006199,X20:65.017,X21:1.1253,,X23:0.006199,X24:0.24699,X25:0.50626,X26:0.28368,,X28:1.3793,X29:2.0423,X30:-0.033421,X31:0.012398,X32:8.0255,X33:45.48,X34:45.48,,X36:1.8394,,X38:0.95981,,X40:2.5872,,,X43:97.752,X44:32.735,X45:0.034801,X46:6.6915,X47:65.421,,,X50:14.843,X51:0.040194,X52:0.021988,X53:2.3794,X54:2.3794,X55:61.339,X56:0.006174,X57:0.01188,X58:0.99385,,X60:5.6139,X61:11.15,X62:7.9759,X63:45.763,X64:4.5598
4511,X1:0.049513,X2:0.25059,X3:0.075223,X4:1.4858,X5:-22.479,X6:0.39721,X7:0.061715,X8:2.9906,X9:0.93022,X10:0.74941,X11:0.07074,X12:0.39858,X13:0.12846,X14:0.061715,X15:765.4,X16:0.47687,X17:3.9906,X18:0.061715,X19:0.066344,X20:32.642,X21:1.1265,X22:0.068154,X23:0.053227,X24:0.19285,X25:0.70171,X26:0.42818,X27:7.5518,X28:0.0977,X29:5.0204,X30:0.26939,X31:0.066344,X32:76.202,X33:5.5783,X34:3.4468,X35:0.069461,X36:0.93446,X37:1.5338,X38:0.84516,X39:0.074672,X40:0.27357,X41:0.066326,X42:0.073267,X43:73.65,X44:41.008,X45:0.59518,X46:0.94855,X47:35.155,X48:0.01037,X49:0.011148,X50:0.91807,X51:0.15484,X52:0.17927,X53:0.97334,X54:1.0977,X55:1.4858,X56:0.20272,,X58:0.80648,X59:0.12777,X60:11.182,X61:8.9007,X62:60.754,X63:6.0078,X64:1.2082
4512,X1:0.014362,X2:0.79393,X3:0.45735,X4:1.8998,X5:26.386,,X7:0.029397,X8:0.25956,X9:1.5103,X10:0.20607,X11:0.094609,X12:0.057834,X13:0.026344,X14:0.029397,X15:7283.5,X16:0.050114,X17:1.2596,X18:0.029397,X19:0.019465,X20:82.465,X21:1.5553,X22:0.052671,X23:0.00951,X24:0.072589,X25:0.19,X26:0.031177,X27:0.80768,X28:13.312,X29:3.8452,X30:0.49515,X31:0.036236,X32:128.76,X33:2.8347,X34:1.8148,X35:0.069404,X36:1.5103,X37:2.1861,X38:0.49171,X39:0.045955,X40:0.11295,X41:0.41966,X42:0.034875,X43:219.5,X44:137.04,X45:0.042091,X46:1.2285,X47:86.437,X48:0.042281,X49:0.027996,X50:1.2163,X51:0.50829,X52:0.35277,X53:5.9979,X54:14.312,X55:3202.3,X56:0.045955,X57:0.069696,X58:0.98128,X59:1.3861,X60:4.4261,X61:2.6635,X62:122.84,X63:2.9713,X64:43.958
4513,X1:-0.013045,X2:0.45786,X3:0.11691,X4:1.3543,X5:-5.993,X6:0.045875,X7:-0.013045,X8:0.82368,X9:1.0049,X10:0.37713,X11:-0.013045,X12:-0.039529,X13:0.009362,X14:-0.013045,X15:6465.4,X16:0.056454,X17:2.1841,X18:-0.013045,X19:-0.004725,X20:20.182,X21:1.0468,X22:0.014624,X23:-0.004725,X24:0.052769,X25:0.37713,X26:0.056454,X27:0.053226,X28:0.21138,X29:4.4569,X30:0.15425,X31:-0.004725,X32:43.838,X33:8.3261,X34:0.031941,X35:0.014624,X36:2.776,X37:2.3013,X38:0.50499,X39:0.005297,X40:0.12519,X41:0.28127,X42:0.005297,X43:53.619,X44:33.437,X45:-0.085446,X46:0.89166,X47:20.28,X48:-0.024268,X49:-0.00879,X50:0.97608,X51:0.33,X52:0.1201,X53:0.68186,X54:0.91304,X55:3348,X56:0.00485,X57:-0.034589,X58:0.99515,X59:0.33904,X60:18.085,X61:10.916,X62:43.625,X63:8.3667,X64:4.992
4514,X1:1.5906,X2:0.041114,X3:0.7903,X4:20.222,X5:96.011,,X7:2.0517,X8:23.322,X9:5.3149,X10:0.95889,X11:2.0571,X12:49.903,X13:0.39475,X14:2.0517,X15:7.1527,X16:51.03,X17:24.322,X18:2.0517,X19:0.38603,X20:0.071557,X21:0.90787,X22:2.0528,X23:0.29927,X24:5.6724,X25:0.91282,X26:39.813,X27:382.39,X28:4.6877,X29:3.0356,X30:-0.017942,X31:0.38603,X32:5.0993,X33:71.578,X34:71.578,X35:2.372,X36:5.3149,,X38:0.95889,X39:0.44629,X40:3.7265,X41:0.000653,X42:0.38624,X43:46.575,X44:46.503,X45:1526.5,X46:20.197,X47:0.12923,X48:2.0065,X49:0.37752,X50:20.222,X51:0.041114,X52:0.013971,X53:5.6877,X54:5.6877,X55:857.81,X56:0.44629,X57:1.6588,X58:0.61872,,X60:5100.8,X61:7.8489,X62:2.8235,X63:129.27,X64:31.526
4515,X1:0.29544,X2:0.16166,X3:0.59484,X4:4.9669,X5:67.275,X6:0.72769,X7:0.29544,X8:5.1587,X9:1.1002,X10:0.83395,X11:0.29544,X12:1.9702,X13:0.12381,X14:0.29544,X15:161.87,X16:2.2549,X17:6.1859,X18:0.29544,X19:0.10034,X20:13.204,X21:1.0881,X22:0.29223,X23:0.10034,X24:0.72769,X25:0.83395,X26:2.2549,X27:1.092,X28:2.3308,X29:4.2524,X30:-0.089624,X31:0.10034,X32:20.453,X33:17.846,X34:1.8077,X35:0.29223,X36:2.98,X37:54.527,X38:0.84565,X39:0.099254,X40:2.8455,X41:0.01471,X42:0.099254,X43:39.435,X44:26.231,X45:2.7738,X46:4.2566,X47:14.528,X48:0.22315,X49:0.075791,X50:4.6072,X51:0.14995,X52:0.056036,X53:3.2677,X54:3.3135,X55:10636,X56:0.091109,X57:0.35427,X58:0.90889,X59:0.014036,X60:27.643,X61:13.915,X62:18.59,X63:19.635,X64:11.537
4516,X1:0.091623,X2:0.54449,X3:0.38019,X4:1.7879,X5:12.905,,X7:0.11506,X8:0.83658,X9:2.0851,X10:0.45551,X11:0.14457,X12:0.23844,X13:0.064541,X14:0.11506,X15:1476.8,X16:0.24716,X17:1.8366,X18:0.11506,X19:0.055181,X20:54.247,X21:1.5237,X22:0.13518,X23:0.043942,X24:0.27817,X25:0.37292,X26:0.20412,X27:4.5809,X28:2.77,X29:3.9862,X30:0.2608,X31:0.058866,X32:90.303,X33:4.042,X34:3.5821,X35:0.13466,X36:2.0851,X37:8.9255,X38:0.51745,X39:0.064582,X40:0.003694,X41:0.11732,X42:0.064831,X43:150.71,X44:96.465,X45:0.29566,X46:1.1457,X47:57.993,X48:0.11566,X49:0.055471,X50:1.5845,X51:0.48255,X52:0.24741,X53:3.3187,X54:3.77,X55:3682.8,X56:0.064582,X57:0.20114,X58:0.94519,X59:0.13598,X60:6.7284,X61:3.7838,X62:84.471,X63:4.321,X64:15.191
4517,X1:0.00488,X2:0.33961,X3:0.044867,X4:1.4346,X5:17.026,X6:0.089653,X7:0.005298,X8:1.3214,X9:0.98225,X10:0.44877,X11:0.005298,X12:0.05132,X13:0.043431,X14:0.005298,X15:3234.2,X16:0.11286,X17:2.9446,X18:0.005298,X19:0.006004,X20:0.71862,X21:0.94243,X22:0.014291,X23:0.00553,X24:0.09308,X25:0.44877,X26:0.11163,X27:0.15906,X28:0.052667,X29:4.2464,X30:0.28858,X31:0.006004,X32:41.94,X33:8.7028,X34:0.04208,X35:0.014291,X36:0.91924,X37:0.6192,X38:0.68514,X39:0.016194,X40:0.84409,X41:0.23595,X42:0.016194,X43:25.214,X44:24.496,X45:2.8087,X46:1.4178,X47:0.70586,X48:-0.018739,X49:-0.021234,X50:0.43609,X51:0.10323,X52:0.1149,X53:0.52679,X54:0.80425,X55:791.24,X56:-0.018075,X57:0.010874,X58:1.0181,X59:0.52671,X60:507.92,X61:14.9,X62:42.698,X63:8.5483,X64:1.0359
4518,X1:0.03797,X2:0.64846,X3:0.014598,X4:1.0332,X5:7.2728,X6:0.1074,X7:0.046222,X8:0.53999,X9:1.4143,X10:0.35016,X11:0.046222,X12:0.10508,X13:0.35701,X14:0.046222,X15:3378.7,X16:0.10803,X17:1.5421,X18:0.046222,X19:0.23557,X20:21.688,X21:1.1621,X22:0.050258,X23:0.19351,X24:0.13165,X25:0.35016,X26:0.095305,X27:3.6225,X28:0.026759,X29:4.851,X30:3.0445,X31:0.23557,X32:1157.2,X33:0.31541,X34:0.077504,X35:0.050258,X36:0.20722,X37:2.1228,X38:0.55875,X39:0.25613,X40:0.1175,X41:0.28775,X42:0.25613,X43:749.23,X44:727.55,X45:3.2567,X46:1.0067,X47:30.673,X48:0.026427,X49:0.13468,X50:0.70083,X51:0.43986,X52:3.1705,X53:0.64185,X54:1.0242,X55:1035.8,X56:0.29295,X57:0.10844,X58:0.70705,X59:0.59572,X60:16.83,X61:0.50169,X62:818.21,X63:0.44609,X64:0.35968
4519,X1:-0.31554,X2:1.0433,X3:-0.45153,X4:0.56721,X5:-61.529,,X7:-0.31554,X8:-0.041498,X9:3.0936,X10:-0.043295,X11:-0.28781,X12:-0.30244,X13:-0.083909,X14:-0.31554,X15:-1467,X16:-0.24881,X17:0.9585,X18:-0.31554,X19:-0.102,X20:11.44,X21:1.0421,X22:-0.28781,X23:-0.102,X24:0.062463,X25:-0.071039,X26:-0.24881,X27:-10.382,X28:-1.1061,X29:3.2558,X30:0.33718,X31:-0.098008,X32:115.38,X33:3.1635,X34:3.1635,X35:-0.20682,X36:3.0936,,X38:-0.043295,X39:-0.066853,X40:0.005992,X41:-0.14999,X42:-0.093035,X43:69.083,X44:57.643,X45:-3.2543,X46:0.47428,X47:10.723,X48:-0.34377,X49:-0.11112,X50:0.56721,X51:1.0433,X52:0.31611,X53:-0.10606,X54:-0.10606,X55:-813.74,X56:-0.066853,X57:7.288,X58:1.1018,,X60:31.906,X61:6.3321,X62:123.09,X63:2.9652,X64:7.5781
